GEOID,land_area,total_pop,median_age
17031381200,258553,1946.0,37.9
17031381400,316691,1746.0,28.3
17031381500,108677,250.0,35.7
17031381800,319368,1102.0,37.1
17031381900,172690,1293.0,40.1
17031390100,482752,1386.0,37.7
17031390200,303791,1637.0,36.3
17031390300,327049,2909.0,32.8
17031390400,326309,2524.0,42.8
17031390500,326518,1643.0,37.8
17031390600,324629,1976.0,37.0
17031390700,608375,6142.0,33.8
17031400300,1324154,1329.0,32.3
17031400400,326944,1661.0,32.7
17031400500,326149,2422.0,23.6
17031400800,493313,2839.0,25.8
17031410100,220949,1956.0,31.9
17031410200,65110,1248.0,25.9
17031410500,262841,2630.0,28.3
17031410600,252558,2365.0,31.2
17031410700,260189,1959.0,30.6
17031410800,249757,3201.0,31.5
17031410900,387631,2923.0,38.0
17031411000,749194,3313.0,44.6
17031411100,283046,2246.0,33.7
17031411200,402439,1691.0,38.7
17031420100,761492,1224.0,48.1
17031420200,278188,1707.0,31.2
17031420300,245119,2275.0,20.4
17031420400,245128,1216.0,32.3
17031420500,245980,2099.0,38.1
17031420600,243609,2056.0,25.6
17031420700,650530,3050.0,35.0
17031420800,347603,2292.0,30.3
17031421200,325744,1707.0,29.9
17031430101,329510,3913.0,31.3
17031430102,456691,3414.0,33.2
17031430200,666846,4927.0,34.0
17031430300,408973,2262.0,32.0
17031430400,545167,3119.0,33.2
17031430500,337334,3661.0,32.8
17031430600,328331,1742.0,28.9
17031430700,189455,2480.0,43.4
17031430800,328071,1692.0,43.8
17031430900,336518,1345.0,41.3
17031431200,655295,3291.0,44.3
17031431301,404077,3421.0,29.7
17031431302,437420,3401.0,31.2
17031431400,1075781,5850.0,45.9
17031440101,377008,3747.0,34.6
17031440102,627506,3156.0,34.8
17031440201,531538,5343.0,35.7
17031440202,781698,3604.0,43.8
17031440300,1295080,4455.0,49.5
17031440600,666621,2056.0,44.8
17031440700,327461,1501.0,50.5
17031440800,279073,1777.0,34.7
17031440900,742630,2480.0,35.7
17031450300,1366772,3716.0,43.8
17031460100,2973319,3614.0,31.2
17031460200,600207,2626.0,27.7
17031460301,485920,2639.0,36.8
17031460302,648523,3506.0,29.5
17031460400,652525,3154.0,45.5
17031460500,1277221,4798.0,47.9
17031460600,260611,1107.0,34.3
17031460700,422529,2901.0,20.6
17031461000,557244,2034.0,40.2
17031470100,1589076,2618.0,40.3
17031480100,659686,2045.0,49.3
17031480200,286028,1157.0,50.5
17031480300,415734,1192.0,46.2
17031480400,1809909,6106.0,47.3
17031480500,1363513,2900.0,40.6
17031490300,632686,2290.0,42.8
17031490400,237760,972.0,43.6
17031490500,1425891,2340.0,39.4
17031490600,683117,1452.0,43.4
17031490700,640222,2888.0,41.1
17031490800,1079255,3769.0,45.8
17031490901,845442,4215.0,40.8
17031490902,1196062,4825.0,43.1
17031491000,1277066,5536.0,28.3
17031491100,1322861,4577.0,42.5
17031491200,649492,2746.0,35.4
17031491300,646032,2343.0,38.6
17031491400,829878,2698.0,39.4
17031500100,2653042,3314.0,43.0
17031500200,2042386,2091.0,32.7
17031500300,709169,1565.0,40.1
17031510100,2141227,3646.0,31.7
17031510200,1279954,2655.0,43.5
17031510300,2957008,6037.0,41.3
17031520100,2580447,2278.0,25.1
17031520200,1108010,3987.0,22.6
17031520300,958354,6116.0,30.2
17031520400,725278,3735.0,36.3
17031520500,1050381,4613.0,39.3
17031520600,1089381,3010.0,33.8
17031530100,649937,2091.0,30.8
17031530200,1297343,4893.0,29.1
17031530300,1308193,4453.0,41.4
17031530400,1312061,2017.0,38.1
17031530501,1296494,5192.0,34.9
17031530502,706252,1495.0,40.6
17031530503,1598480,5147.0,39.8
17031530600,966243,2872.0,38.5
17031540101,3357870,3922.0,18.7
17031540102,5296525,3268.0,23.2
17031550100,7166885,6759.0,39.3
17031550200,5118068,2579.0,39.9
17031560100,694703,1263.0,43.1
17031560200,662048,1510.0,38.9
17031560300,653932,3174.0,33.3
17031560400,339633,1417.0,34.8
17031560700,661239,3486.0,37.9
17031560800,1321148,5937.0,37.3
17031560900,1319250,5377.0,42.7
17031561000,1328253,4892.0,43.5
17031561100,1321996,5816.0,38.1
17031570100,1523744,1296.0,30.9
17031570200,1763044,1878.0,40.1
17031570300,980168,6337.0,28.8
17031570400,463390,1933.0,31.8
17031570500,423598,2554.0,33.2
17031580100,763546,2996.0,31.5
17031580200,729817,3382.0,32.7
17031580300,471021,2334.0,35.1
17031580400,1316120,4051.0,34.0
17031580501,492117,5059.0,29.7
17031580502,494416,4893.0,30.6
17031580600,492790,5824.0,26.8
17031580700,549605,6292.0,26.9
17031580800,183274,1661.0,26.9
17031590500,572156,1842.0,33.5
17031590600,348145,3954.0,32.3
17031590700,869702,3234.0,30.3
17031600400,327223,4748.0,33.3
17031600600,394133,2494.0,40.5
17031600700,465211,2200.0,41.5
17031600900,383219,3658.0,31.7
17031610300,2383589,5717.0,26.9
17031610400,163180,1897.0,26.2
17031610800,331962,1549.0,31.5
17031611000,571300,1188.0,28.4
17031611100,326779,2658.0,26.0
17031611200,327038,2340.0,28.5
17031611300,327029,2768.0,29.5
17031611400,326302,3544.0,27.5
17031611500,488115,2978.0,31.4
17031611600,315136,1529.0,24.6
17031611700,328311,1335.0,29.2
17031611800,327809,2443.0,26.0
17031611900,628348,2154.0,25.0
17031612000,325921,1586.0,30.2
17031612100,326346,1068.0,38.9
17031620100,837582,4765.0,31.0
17031620200,577060,2443.0,32.4
17031620300,992183,7050.0,31.9
17031620400,656282,4907.0,30.6
17031630100,508072,1135.0,25.6
17031630200,634189,2217.0,33.0
17031630300,985489,5332.0,28.2
17031630400,658248,6835.0,27.2
17031630500,657741,6663.0,29.2
17031630800,655815,7456.0,29.5
17031630900,659762,5188.0,27.8
17031640100,305458,1230.0,37.1
17031640300,1324644,6947.0,37.1
17031640400,1334943,3653.0,37.2
17031640500,661917,3183.0,41.3
17031640600,659757,4432.0,32.9
17031640700,657155,3235.0,34.6
17031640800,326705,1772.0,29.0
17031650100,673591,4510.0,29.9
17031650200,990904,7628.0,30.4
17031650301,985558,5744.0,31.3
17031650302,661844,4148.0,32.8
17031650400,1098626,7284.0,28.9
17031650500,3236578,4163.0,33.1
17031660301,163782,1790.0,22.7
17031660302,491837,5554.0,29.0
17031660400,645647,5975.0,26.4
17031660500,659363,5702.0,26.8
17031660600,658608,6164.0,29.8
17031660700,480681,2677.0,31.9
17031660800,655390,6517.0,29.0
17031660900,1811423,4357.0,34.8
17031661000,1118650,5717.0,32.8
17031661100,1299749,6029.0,31.3
17031670100,326892,1601.0,20.9
17031670200,326543,985.0,34.3
17031670300,326330,1381.0,29.7
17031670400,326419,1858.0,30.5
17031670500,622492,1040.0,41.9
17031670600,327032,1636.0,30.7
17031670700,326730,1547.0,27.3
17031670800,326299,1688.0,31.6
17031670900,326290,1496.0,34.8
17031671100,245617,1486.0,28.8
17031671200,244922,1063.0,32.7
17031671300,484665,2190.0,38.0
17031671400,495627,1864.0,39.8
17031671500,741162,3254.0,33.0
17031671600,407247,2291.0,40.3
17031671800,324234,1139.0,35.5
17031671900,322062,1313.0,34.7
17031672000,995026,4148.0,37.4
17031680500,326856,1285.0,23.6
17031680600,326466,1594.0,30.5
17031680900,1033026,3389.0,36.1
17031681000,651694,2873.0,37.0
17031681100,652440,3583.0,28.0
17031681200,794732,2375.0,31.3
17031681300,721329,2409.0,38.4
17031681400,643432,2898.0,33.3
17031690300,512065,2284.0,40.0
17031690400,651690,3581.0,38.9
17031690500,323160,952.0,29.4
17031690900,655464,4442.0,41.5
17031691000,648681,2703.0,39.6
17031691100,675737,3209.0,29.4
17031691200,1002997,2975.0,32.6
17031691300,647447,2842.0,37.6
17031691400,656684,2716.0,49.5
17031691500,674533,2124.0,28.6
17031700100,2311843,3486.0,36.1
17031700200,1623605,6868.0,28.5
17031700301,1275707,5796.0,33.4
17031700302,1319649,5686.0,34.0
17031700401,1482531,6261.0,32.7
17031700402,1148942,3840.0,38.8
17031700501,1670354,7871.0,45.7
17031700502,1722970,3001.0,42.0
17031710100,215116,1406.0,26.3
17031710200,741529,5845.0,29.5
17031710300,327582,1365.0,39.6
17031710400,1002525,5092.0,40.5
17031710500,748392,4136.0,33.5
17031710600,244933,1803.0,30.0
17031710700,490083,2695.0,42.9
17031710800,816273,4917.0,43.0
17031710900,990855,2491.0,30.6
17031711000,654358,3445.0,43.4
17031711100,653926,3136.0,41.1
17031711200,1102231,4928.0,43.9
17031711300,350020,1580.0,36.9
17031711400,747484,2249.0,43.3
17031711500,649388,2523.0,43.8
17031720100,1965424,3685.0,42.6
17031720200,1672472,4344.0,44.5
17031720300,1264753,3672.0,45.1
17031720400,663284,1974.0,39.9
17031720500,1042168,2189.0,38.5
17031720600,582372,1709.0,42.5
17031720700,1049858,3429.0,40.0
17031730100,656951,2548.0,42.4
17031730201,996382,5824.0,38.1
17031730202,872810,3479.0,42.0
17031730300,297373,983.0,35.9
17031730400,1285194,3801.0,46.8
17031730500,1317196,4323.0,46.5
17031730600,1007267,3218.0,52.1
17031730700,988110,2259.0,37.2
17031740100,891331,2805.0,35.9
17031740200,1962882,6307.0,35.6
17031740300,1320728,4436.0,40.0
17031740400,2838806,4809.0,34.7
17031750100,1285536,4411.0,40.5
17031750200,1310962,2875.0,46.0
17031750300,661763,2657.0,40.3
17031750400,995558,3187.0,37.6
17031750500,2636343,6369.0,44.3
17031750600,1316349,3705.0,38.9
17031760801,1300407,4399.0,33.5
17031760802,6189589,2401.0,45.7
17031760803,760356,7343.0,35.6
17031770500,6754507,4073.0,33.1
17031770602,5418078,4733.0,36.2
17031770700,4677374,2590.0,39.1
17031770800,3924902,5860.0,35.7
17031770902,1164798,3363.0,44.2
17031810400,2319249,5381.0,46.4
17031823304,3557491,6096.0,32.8
17031830500,3827805,4306.0,30.8
17031830600,661394,4854.0,32.1
17031830700,860949,3561.0,36.2
17031830800,336530,2500.0,32.9
17031830900,1037681,2868.0,32.2
17031831000,281314,2326.0,33.6
17031831100,1315162,7643.0,31.8
17031831200,574943,5017.0,30.2
17031831300,576183,1206.0,31.0
17031831400,2104289,2781.0,44.2
17031831500,968254,3595.0,33.9
17031831600,1488846,6922.0,35.0
17031831700,532280,2313.0,33.0
17031831800,1903566,6042.0,30.3
17031831900,324322,2619.0,29.8
17031832000,167585,2181.0,28.5
17031832100,222090,3252.0,30.5
17031832200,399740,3174.0,32.3
17031832300,840159,1975.0,31.8
17031832400,323051,3387.0,32.0
17031832500,783004,3774.0,29.3
17031832600,721629,4102.0,29.9
17031832900,401294,2347.0,26.6
17031833000,1311970,2768.0,32.0
17031833100,922170,7417.0,33.8
17031833300,477827,2442.0,23.9
17031833900,682570,2171.0,27.3
17031834000,985818,3616.0,34.3
17031834200,975450,4298.0,38.0
17031834300,1911640,6382.0,41.1
17031834400,585568,4197.0,34.1
17031834500,464133,1563.0,23.2
17031834600,1562247,3010.0,27.1
17031834700,657991,2048.0,31.2
17031834800,600483,1833.0,33.1
17031834900,652721,2292.0,37.8
17031835000,1004079,5811.0,27.2
17031835100,1003895,5555.0,28.5
17031835200,988538,1871.0,37.4
17031835500,914578,1593.0,41.7
17031835600,917448,950.0,38.1
17031835700,190190,248.0,33.3
17031835800,284425,1469.0,31.5
17031835900,647443,3595.0,31.4
17031836000,505740,2663.0,32.1
17031836100,860471,1833.0,28.6
17031836200,813722,1590.0,19.9
17031836300,137519,1583.0,32.4
17031836400,799111,3209.0,38.3
17031836500,470862,1648.0,26.5
17031836600,634177,2426.0,29.4
17031836700,1227836,2598.0,25.7
17031836800,801876,2261.0,29.9
17031836900,164712,1553.0,25.5
17031837000,412544,2457.0,30.3
17031837100,745299,1939.0,38.2
17031837300,368498,2158.0,27.4
17031837400,591450,2034.0,33.1
17031837800,1005498,3418.0,29.1
17031838000,537836,2861.0,30.7
17031838100,822111,1837.0,41.0
17031838200,1157566,1866.0,23.0
17031838300,348132,1506.0,32.3
17031838600,246251,1404.0,22.2
17031838700,658085,4891.0,27.0
17031838800,17839135,3232.0,30.9
17031839000,516451,7868.0,32.8
17031839100,1186058,5266.0,29.8
17031839200,650883,2191.0,39.5
17031839500,262525,1379.0,52.4
17031839600,326898,1831.0,47.5
17031839700,648633,4794.0,32.1
17031839800,266173,2653.0,35.8
17031839900,1179552,3807.0,37.1
17031840000,591628,2650.0,38.3
17031840100,332956,2346.0,38.8
17031840200,831049,2589.0,36.7
17031840300,831228,4147.0,33.2
17031840400,982637,3272.0,37.5
17031840700,541526,4070.0,27.5
17031840800,328682,3419.0,26.7
17031841000,1056577,683.0,39.7
17031841100,1146243,7622.0,40.3
17031841200,625405,5685.0,28.8
17031841300,1341587,4221.0,29.7
17031841400,238630,1309.0,26.7
17031841500,432305,2672.0,25.9
17031841600,159366,817.0,29.1
17031841700,266795,1613.0,45.2
17031841800,1643121,2646.0,36.3
17031841900,2564867,5774.0,24.2
17031842000,589973,3017.0,23.0
17031842100,2034641,6573.0,31.8
17031842200,1482352,2344.0,35.0
17031842300,1872439,3499.0,32.4
17031842400,1967539,3374.0,42.9
17031842500,1075305,2375.0,17.5
17031842600,3679417,4988.0,35.4
17031842800,1516560,7638.0,30.4
17031842900,2208288,2246.0,33.1
17031843000,1065158,3138.0,26.4
17031843100,952593,2273.0,28.5
17031843200,2887391,2725.0,30.6
17031843300,584249,1772.0,31.6
17031843400,656156,1460.0,37.0
17031843500,1888094,8881.0,30.2
17031843600,410894,2609.0,32.4
17031843700,1263073,2279.0,33.3
17031843800,1309515,1856.0,32.5
17031843900,1477691,3628.0,37.7
17043840000,11725285,2998.0,32.2
17043840801,2508721,2586.0,37.1
18097310103,35229537,6760.0,42.2
18097310104,9114463,3651.0,36.1
18097310105,7035307,3524.0,34.4
18097310106,2247933,4242.0,27.7
18097310108,6365744,3229.0,52.5
18097310110,1889723,2818.0,31.6
18097310111,2983488,3302.0,32.1
18097310201,8925868,3919.0,32.5
18097310203,3901561,5520.0,34.5
18097310204,5585718,6051.0,33.8
18097310305,3741177,7267.0,25.7
18097310306,5193450,7047.0,25.1
18097310308,3366814,3532.0,31.9
18097310309,1719544,3891.0,26.6
18097310310,2119584,4481.0,34.6
18097310311,4827626,5096.0,31.8
18097310312,3588320,5135.0,29.9
18097320105,2646995,4288.0,39.9
18097320106,2598363,2562.0,40.1
18097320107,2653198,1629.0,50.2
18097320108,2654914,5106.0,27.9
18097320109,2649666,2449.0,53.6
18097320202,7572519,3965.0,44.6
18097320203,2184701,3222.0,36.3
18097320204,6695039,6019.0,26.3
18097320301,3489155,3581.0,49.3
18097320303,1581835,3283.0,26.7
18097320304,8041907,5908.0,43.4
18097320400,3959492,3107.0,35.9
18097320500,3282380,3080.0,35.5
18097320600,2908940,2399.0,35.9
18097320700,1525409,1859.0,37.4
18097320800,6310403,2877.0,46.7
18097320901,5216059,6327.0,40.7
18097320902,2101209,4641.0,30.0
18097320903,2234855,5165.0,26.6
18097321001,3854392,2910.0,33.4
18097321002,7408360,4282.0,39.1
18097321100,9206251,3696.0,43.7
18097321200,2978740,4786.0,35.4
18097321300,1155734,2167.0,30.4
18097321400,4898771,5359.0,36.4
18097321600,4557423,5001.0,45.1
18097321700,2916796,3772.0,33.3
18097321800,1752522,3233.0,36.4
18097321900,2385122,5882.0,21.3
18097322000,2346624,3495.0,36.1
18097322100,1047519,2903.0,35.4
18097322200,919313,2035.0,40.2
18097322300,989668,2477.0,34.3
18097322400,1329922,3229.0,32.8
18097322500,2165055,1609.0,30.0
18097322600,3019816,3817.0,27.3
18097322700,2671466,2259.0,51.2
18097330103,5257727,5054.0,36.1
18097330105,6893955,5101.0,36.6
18097330106,3112331,4448.0,29.8
18097330107,8588468,5934.0,47.3
18097330108,6383902,3696.0,44.2
18097330109,5286003,4597.0,43.2
18097330202,10510433,10141.0,27.3
18097330203,5309781,5944.0,45.2
18097330401,7190978,6081.0,42.6
18097330500,5231298,6489.0,37.8
18097330803,1317071,4400.0,24.5
18097330804,1315936,3427.0,24.1
18097330805,3415249,3154.0,30.0
18097330806,1577926,3739.0,30.1
18097330900,2655067,4879.0,32.0
18097331000,2679352,4639.0,39.6
18097340101,4253851,3457.0,42.8
18097340102,2451915,3841.0,38.2
18097340108,1181918,2156.0,29.9
18097340109,1026421,1547.0,34.0
18097340110,1792029,5328.0,28.9
18097340111,4543530,3469.0,34.0
18097340112,3345502,4847.0,37.3
18097340113,3228309,3684.0,43.0
18097340114,3902870,4436.0,36.8
18097340201,1953024,3530.0,33.1
18097340300,3242926,7472.0,30.2
18097340400,1951562,3439.0,33.4
18097340500,3908664,4370.0,27.1
18097340600,3780641,5250.0,38.1
18097340700,4948706,4318.0,27.5
18097340901,3648352,3861.0,38.3
18097340902,3420712,6499.0,31.9
18097341100,1028231,2065.0,35.5
18097341200,964809,1984.0,36.8
18097341600,1066536,1860.0,30.3
18097341700,6019435,4584.0,31.8
18097341902,3582204,3516.0,43.8
18097341903,2068048,5629.0,27.4
18097341904,1093069,2333.0,28.8
18097342000,12848989,7383.0,31.5
18097342101,4873385,5143.0,32.8
18097342200,6482621,5579.0,33.2
18097342300,5296051,6869.0,35.1
18097342400,9661006,1767.0,32.8
18097342500,3373282,5038.0,35.2
18097342600,3137240,3202.0,35.6
18097350100,1618392,1327.0,37.2
18097350300,677815,1802.0,45.8
18097350400,1392415,2572.0,42.5
18097350500,1602549,2441.0,42.2
18097350600,2419324,4633.0,43.8
18097350700,1668565,1498.0,36.1
18097350800,1383992,2067.0,33.3
18097350900,765590,1119.0,37.6
18097351000,1101524,2600.0,31.6
18097351200,1815245,2296.0,29.4
18097351500,1192901,1563.0,29.8
18097351600,1023317,2341.0,33.0
18097351700,2386105,2600.0,34.0
18097351900,1332352,2509.0,44.8
18097352100,1539489,2285.0,35.5
18097352300,2360633,1643.0,28.1
18097352400,2135782,3072.0,36.2
18097352500,1326615,2916.0,39.0
18097352600,2271316,3191.0,32.8
18097352700,2093130,2496.0,33.9
18097352800,2148360,1032.0,36.5
18097353300,1626968,2738.0,32.8
18097353500,2075186,2080.0,25.3
18097353600,3963146,2234.0,26.9
18097354200,1851943,6165.0,33.9
18097354400,1365988,1258.0,37.0
18097354500,841141,2621.0,33.8
18097354700,523906,1322.0,32.8
18097354800,543485,1544.0,30.3
18097354900,1075274,2496.0,35.4
18097355000,832533,2089.0,26.5
18097355100,751381,1988.0,31.2
18097355300,832716,2529.0,36.5
18097355400,1000844,3365.0,33.9
18097355500,2521177,3402.0,40.9
18097355600,2444862,1615.0,41.5
18097355700,2202000,2585.0,35.2
18097355900,982568,2498.0,34.5
18097356200,1448837,3120.0,32.5
18097356400,3824635,3865.0,32.3
18097356900,1129322,2738.0,37.7
18097357000,986663,2504.0,34.0
18097357100,1045462,2331.0,32.9
18097357200,1308546,3071.0,27.8
18097357300,2032102,2000.0,33.2
18097357400,4082511,3922.0,36.4
18097357500,3999196,4095.0,38.9
18097357600,3411939,7785.0,31.6
18097357800,1033816,1542.0,39.9
18097357900,2965595,4106.0,41.1
18097358000,4395904,1396.0,40.3
18097358100,6009205,2832.0,32.2
18097360101,2604088,2262.0,27.9
18097360102,2636670,2278.0,33.6
18097360201,4658358,4093.0,30.8
18097360202,2985629,3313.0,35.6
18097360301,3205919,3474.0,34.3
18097360302,4433509,2561.0,26.1
18097360401,2636833,5710.0,29.9
18097360402,2633186,2049.0,33.4
18097360404,5296752,7374.0,28.4
18097360405,5256366,6021.0,31.7
18097360501,4444341,6692.0,34.0
18097360502,8130794,5889.0,37.4
18097360601,3918067,4596.0,44.9
18097360602,4399246,6085.0,44.1
18097360700,2051482,1835.0,47.2
18097360800,2632082,2233.0,47.5
18097360900,2651086,5163.0,42.5
18097361000,1190285,1960.0,40.7
18097361100,1298155,3223.0,35.7
18097361200,2352524,3253.0,38.9
18097361300,5231627,2337.0,39.9
18097361400,24726033,10915.0,32.8
18097361600,25663921,7859.0,37.8
18097370201,6579767,4001.0,32.1
18097370202,9069439,6826.0,32.3
18097370301,30904287,9263.0,30.0
18097370302,13388801,8944.0,32.5
18097380100,39836101,16491.0,34.0
18097380200,5291057,3058.0,35.9
18097380300,3629251,6155.0,26.3
18097380402,2275402,4463.0,28.8
18097380404,3493946,4133.0,40.9
18097380501,2065981,2490.0,34.8
18097380502,2255771,4065.0,25.1
18097380600,5485348,5437.0,32.0
18097380700,5094586,5663.0,36.3
18097380800,3726438,2369.0,46.9
18097380901,5268668,5320.0,38.7
18097380902,6563329,5816.0,39.6
18097381001,3988735,6931.0,32.1
18097381002,3978490,2827.0,43.4
18097381101,5453643,6008.0,40.3
18097381102,4975377,5917.0,37.1
18097381201,5904140,7003.0,44.5
18097381203,1531564,3089.0,29.6
18097381204,2010735,2932.0,34.4
18097381205,4387050,6764.0,29.7
18097390101,11198797,8592.0,31.6
18097390102,6839129,5036.0,33.2
18097390200,18488528,3405.0,34.6
18097390300,37212794,5670.0,37.8
18097390402,10557061,12794.0,32.0
18097390403,14415463,10769.0,32.8
18097390404,4481101,5605.0,36.0
18097390405,6006825,3763.0,32.2
18097390500,3340585,2573.0,38.3
18097390600,14295047,4827.0,34.2
18097390700,1668883,3041.0,31.3
18097390800,28231024,3903.0,30.1
18097390900,1503955,2099.0,40.0
18097391000,6243026,4595.0,27.7
21111000200,2940286,2792.0,34.1
21111000300,1681222,2299.0,43.6
21111000400,2870370,5113.0,38.5
21111000600,1183645,1640.0,30.8
21111000700,911543,2882.0,34.3
21111000800,1515757,2239.0,40.8
21111000900,642026,2057.0,48.0
21111001000,1396367,2631.0,28.9
21111001100,1408499,3316.0,41.0
21111001200,2893517,2970.0,38.9
21111001400,1331739,2507.0,32.8
21111001500,1332486,2831.0,40.6
21111001600,993292,2459.0,35.1
21111001700,696540,2126.0,33.0
21111001800,765847,1540.0,29.6
21111002100,784365,2246.0,32.3
21111002300,962318,2614.0,30.1
