GEOID,land_area,total_pop,median_age
26163544200,1277817,2379.0,35.3
26163544300,1915273,2480.0,35.4
26163545100,1150197,1192.0,36.2
26163545200,1254532,3205.0,32.5
26163545300,1283067,1750.0,44.9
26163545400,1305958,778.0,27.2
26163545500,1318291,4359.0,29.5
26163545600,1316856,4048.0,28.8
26163545700,1093576,2498.0,29.9
26163545800,1448105,4832.0,27.5
26163545900,1265297,3821.0,26.6
26163546000,1279812,3249.0,30.7
26163546100,1265971,4282.0,28.0
26163546200,2711280,3208.0,31.6
26163546300,3878645,1845.0,37.2
26163546400,650476,1372.0,32.2
26163546500,659195,2118.0,35.5
26163546600,725856,2245.0,25.9
26163546700,1278386,2903.0,39.3
26163546800,1300241,3545.0,27.6
26163546900,1151354,1206.0,40.1
26163985100,2926800,126.0,30.0
27053000101,2010639,3157.0,33.6
27053000102,2329243,4833.0,30.5
27053000300,1016694,3274.0,37.1
27053000601,3790543,4995.0,33.6
27053000603,1298099,2746.0,37.2
27053001100,646069,2190.0,32.3
27053001700,851406,2319.0,30.1
27053002200,453961,1410.0,21.8
27053002400,766701,2369.0,34.7
27053002700,651755,2696.0,29.5
27053003200,647702,1710.0,28.1
27053003300,616347,2541.0,24.5
27053003800,842781,4668.0,22.3
27053005901,451126,3322.0,40.4
27053005902,487408,3042.0,28.8
27053006800,480128,4160.0,29.5
27053007700,680286,3344.0,27.7
27053007801,271662,1663.0,27.2
27053008100,628139,3625.0,30.4
27053008200,628213,4312.0,35.0
27053008300,470682,2395.0,23.7
27053008400,466901,2623.0,29.4
27053008500,936189,4441.0,29.8
27053009500,641075,3152.0,30.5
27053009600,836093,3717.0,32.3
27053010600,1014233,2952.0,43.0
27053010700,874057,2315.0,42.5
27053011000,1458151,3707.0,38.0
27053011703,1737541,3989.0,41.0
27053011704,1604998,3406.0,38.7
27053011800,2326538,4555.0,36.4
27053011998,1453533,4135.0,39.9
27053012001,2536347,5492.0,39.8
27053012003,2378753,5355.0,31.0
27053012101,2269537,3128.0,30.6
27053012102,1966112,2805.0,39.6
27053100200,1532754,3310.0,40.3
27053100400,1843583,3028.0,26.2
27053100500,3029025,2166.0,36.0
27053100700,967295,2751.0,31.9
27053100800,1084917,3474.0,29.0
27053100900,1805012,4687.0,27.4
27053101200,1621493,4258.0,38.9
27053101300,467205,1787.0,26.5
27053101600,1183321,2376.0,29.6
27053101800,1181801,4415.0,31.2
27053101900,644009,2793.0,35.0
27053102000,834979,2345.0,28.6
27053102100,720814,2559.0,22.3
27053102300,1402066,1338.0,36.0
27053102500,949074,2524.0,33.9
27053102600,2434008,1769.0,29.0
27053102800,861531,2768.0,24.6
27053102900,578223,1426.0,29.0
27053103000,845558,1658.0,37.2
27053103100,519634,2220.0,36.4
27053103400,972177,2792.0,22.2
27053103600,777099,2230.0,45.7
27053103700,825844,3160.0,28.8
27053103900,269683,1944.0,21.8
27053104000,5688982,7382.0,23.9
27053104100,1458078,3352.0,28.0
27053104400,784361,2069.0,34.7
27053104800,1401378,7456.0,22.1
27053104900,2280148,10474.0,20.0
27053105100,3067852,2762.0,45.5
27053105201,472242,2798.0,41.0
27053105204,409482,2394.0,34.0
27053105400,551247,3522.0,28.3
27053105500,1497386,3920.0,37.7
27053105600,477112,3861.0,31.3
27053105700,271478,2734.0,30.9
27053106000,682644,3198.0,28.6
27053106200,661310,3684.0,30.5
27053106400,528830,1694.0,45.8
27053106500,2658739,4657.0,39.5
27053106600,607793,2418.0,32.9
27053106700,750487,4907.0,29.3
27053106900,507135,2590.0,28.1
27053107000,479102,3793.0,30.6
27053107400,839482,1516.0,34.9
27053107500,1487208,1940.0,37.0
27053107600,1513214,3807.0,40.5
27053108000,678381,3555.0,29.4
27053108600,671025,2910.0,31.8
27053108700,1116195,3616.0,33.4
27053108800,1304849,3542.0,35.9
27053108900,795194,2311.0,39.5
27053109000,807138,1721.0,43.1
27053109100,2389216,4819.0,33.6
27053109200,485943,3668.0,31.9
27053109300,867191,3850.0,36.9
27053109400,440841,2378.0,25.2
27053109700,522127,2613.0,32.4
27053109800,1450480,4348.0,38.8
27053109900,2598674,3904.0,35.7
27053110000,447625,1862.0,30.1
27053110100,859696,2813.0,34.7
27053110200,1185377,3577.0,37.9
27053110400,1006783,2979.0,36.1
27053110500,2717559,5115.0,40.5
27053110800,1310230,4650.0,32.6
27053110900,1135203,3329.0,36.8
27053111100,2113229,3226.0,38.9
27053111200,1129921,3040.0,40.8
27053111300,1776103,4664.0,42.6
27053111400,1439830,3958.0,40.1
27053111500,2187486,5049.0,40.1
27053111600,1335755,3326.0,41.9
27053125600,2341370,2915.0,26.8
27053125700,878048,4009.0,25.5
27053125800,959819,4908.0,29.8
27053125900,1050935,4581.0,25.8
27053126000,987945,5286.0,30.1
27053126100,1930594,6390.0,33.1
27053126200,2143847,4263.0,32.4
29037060100,5013171,1595.0,23.0
29047020201,4331132,4958.0,33.5
29047020202,6679832,3743.0,47.2
29047020300,5574963,6138.0,37.5
29047020400,2776936,2564.0,35.1
29047020500,5119095,5288.0,34.5
29047020602,5961628,4591.0,29.1
29047020603,3545439,3699.0,32.5
29047020604,4664298,4737.0,39.4
29047020901,5482756,5279.0,39.1
29047020902,4063635,2472.0,36.1
29047021103,3385556,3655.0,42.1
29047021204,3085641,5000.0,32.4
29047021205,13962866,6942.0,36.3
29047021206,12983630,7118.0,41.7
29047021207,4953600,3127.0,30.2
29047021208,5282701,6143.0,30.9
29047021303,19336245,3351.0,36.3
29047021305,9198094,7480.0,34.6
29047021306,8550454,7300.0,35.0
29047021307,8366566,5897.0,34.0
29047021309,12823221,4477.0,32.8
29047021310,12893970,7661.0,31.3
29047021803,26175154,7645.0,32.3
29047021804,159829108,6507.0,45.8
29047021900,123574549,6121.0,38.1
29047022100,16196230,4402.0,40.5
29047022200,44201943,3897.0,33.7
29095000300,1447781,1815.0,30.1
29095000600,1333072,4037.0,31.0
29095000700,1314366,3608.0,34.8
29095000800,1226170,3472.0,34.0
29095000900,1403882,2809.0,34.3
29095001000,1562133,2950.0,30.9
29095001100,648136,1639.0,31.3
29095001800,991531,2334.0,32.2
29095001900,1733458,2778.0,31.3
29095002000,1812538,2425.0,28.4
29095002100,3664945,3611.0,22.9
29095002200,1751781,2645.0,36.8
29095002300,1461550,1685.0,38.8
29095003400,1280229,2301.0,36.4
29095003700,664559,1048.0,35.9
29095003800,639167,1821.0,32.0
29095004300,1216279,2263.0,34.1
29095004400,1741923,1000.0,41.0
29095004600,1713772,2681.0,40.1
29095005100,725907,1654.0,41.1
29095005200,645237,1151.0,42.8
29095005300,640113,1093.0,32.4
29095005400,645714,733.0,36.7
29095005500,640282,799.0,34.6
29095005601,640683,1940.0,26.7
29095005602,637723,1739.0,32.0
29095005700,1278751,2223.0,36.6
29095005801,2447935,1679.0,40.2
29095006000,1108546,1356.0,46.0
29095006100,1338421,2427.0,39.1
29095006300,1395103,1821.0,37.0
29095006500,485391,1803.0,32.4
29095006600,969927,1589.0,32.4
29095006700,487808,1778.0,27.3
29095006900,493805,1211.0,36.8
29095007100,777920,2813.0,32.2
29095007200,1936047,2134.0,34.9
29095007300,703387,3298.0,30.3
29095007400,2279813,3683.0,29.1
29095007500,1268225,2849.0,21.5
29095007600,1228827,2100.0,39.0
29095007700,1645128,1703.0,40.9
29095007802,3254910,2348.0,39.8
29095007900,2532133,3710.0,36.6
29095008000,1470089,2980.0,34.2
29095008100,1021901,1894.0,33.7
29095008200,1239886,3133.0,33.8
29095008300,1240594,2355.0,43.7
29095008400,1953896,2822.0,43.7
29095008500,2016805,3452.0,43.2
29095008600,2568449,5318.0,39.6
29095008700,2566918,2344.0,43.8
29095008800,2537865,3363.0,40.3
29095008900,2214269,2144.0,32.8
29095009000,2563419,4620.0,36.3
29095009100,1948745,3977.0,37.3
29095009200,1496716,2785.0,36.9
29095009300,1846564,2498.0,39.1
29095009400,2583145,4711.0,36.2
29095009500,2218672,3003.0,30.1
29095009600,6203339,2233.0,22.2
29095009700,1377567,1307.0,27.8
29095009800,2413553,3532.0,37.6
29095009900,2235879,2118.0,38.0
29095010001,2015682,1849.0,57.2
29095010002,2029261,3260.0,38.6
29095010103,3562454,2332.0,34.6
29095010105,3259474,3698.0,54.4
29095010201,5011642,2388.0,25.1
29095010203,5706414,4680.0,38.6
29095010204,5636344,5498.0,27.2
29095010500,6354915,4764.0,36.3
29095010600,3595136,3273.0,41.3
29095010702,4220141,3399.0,31.2
29095011000,4399849,4579.0,36.4
29095011900,3279326,3457.0,42.6
29095012400,3394519,4499.0,38.2
29095012802,4856206,3572.0,37.2
29095012903,2118324,3783.0,41.1
29095012904,2906996,2591.0,41.6
29095012906,8274356,4567.0,37.2
29095013003,4439694,5691.0,31.2
29095013100,3993574,3058.0,34.5
29095013203,2078855,4209.0,27.8
29095013208,2364935,2877.0,35.9
29095013210,1869592,2531.0,36.3
29095013401,10076085,2918.0,28.7
29095013405,27011442,2362.0,28.5
29095013407,3068916,2625.0,56.9
29095013408,8161339,5931.0,39.7
29095013504,28039030,3420.0,31.6
29095013612,7704921,6602.0,37.4
29095014203,6674180,4010.0,37.6
29095014204,13432818,8084.0,44.6
29095014300,31389890,5783.0,41.0
29095014400,11970217,2538.0,41.4
29095014501,5103905,4111.0,46.0
29095014502,6978550,4441.0,48.8
29095015200,3316697,1907.0,30.1
29095015300,2822704,3260.0,37.6
29095015400,1766793,3496.0,25.3
29095015500,25104187,1210.0,34.1
29095015600,4858489,1912.0,37.4
29095015700,1011355,2104.0,29.2
29095015800,2209148,1461.0,30.4
29095015900,849002,1799.0,33.8
29095016000,1903381,1683.0,36.2
29095016100,2262114,1866.0,47.9
29095016200,1281689,1192.0,41.7
29095016300,10987062,2529.0,25.6
29095016400,1284015,2155.0,30.8
29095016500,1277676,1562.0,44.6
29095016600,1299798,1476.0,39.9
29095016700,1296567,2851.0,37.8
29095016800,1460641,3668.0,29.3
29095016900,1281799,2092.0,36.3
29095017000,5816831,2287.0,36.8
29095017100,4536894,3741.0,43.8
29095017200,10808491,4571.0,33.4
29095017300,4704908,3528.0,40.7
29095017400,6349687,2463.0,31.4
29095017500,8571128,1724.0,48.2
29095017600,9928837,5134.0,44.2
29095017800,1216833,2637.0,32.5
29095018100,18601326,6580.0,36.1
29095018200,10256174,3162.0,33.3
29165030001,8809879,7887.0,37.1
29165030002,5866741,2857.0,36.7
29165030101,15363310,3490.0,40.5
29165030102,3718784,3066.0,34.8
29165030103,8262475,5876.0,41.4
29165030201,36001408,1978.0,36.7
29165030205,10941225,6797.0,37.2
29165030207,5708168,5349.0,42.2
29165030208,6204004,2853.0,46.7
29165030209,6295369,7937.0,34.4
29165030210,1981726,2217.0,30.3
29165030211,1950066,2717.0,37.3
29165030305,19996629,8727.0,37.7
29165030306,28143773,3601.0,39.6
29165030308,23735139,4749.0,35.2
29165030600,363742862,6882.0,44.4
29510101100,1197181,2653.0,38.6
29510101200,1073333,3261.0,38.5
29510101300,1974058,4097.0,42.5
29510101400,859993,2547.0,41.4
29510101500,1665843,3758.0,30.3
29510101800,2528231,3215.0,38.4
29510102100,1487343,2963.0,34.9
29510102200,2561590,6435.0,40.5
29510102300,1282333,1899.0,40.7
29510102400,584695,2593.0,33.2
29510102500,954053,2033.0,37.2
29510103100,1188363,3062.0,43.0
29510103400,909289,1894.0,38.9
29510103600,1372428,1311.0,38.3
29510103700,910952,2349.0,38.2
29510103800,1640334,3883.0,42.2
29510104200,1129711,3675.0,32.8
29510104500,1939712,1355.0,37.5
29510105198,1177249,3441.0,30.5
29510105200,831269,3046.0,32.2
29510105300,958213,2359.0,38.1
29510105400,721535,2607.0,24.1
29510105500,1195555,2909.0,38.1
29510106100,962320,1732.0,41.5
29510106200,1078872,1881.0,25.1
29510106300,1017129,1287.0,38.7
29510106400,1106529,2692.0,35.5
29510106500,1064143,2885.0,42.1
29510106600,854848,1996.0,31.9
29510106700,1238491,3103.0,38.1
29510107200,655395,1057.0,38.7
29510107300,1574577,4906.0,40.5
29510107400,1085096,2873.0,29.1
29510107500,911761,2360.0,44.8
29510107600,1145922,2285.0,31.9
29510108100,3214657,2970.0,40.1
29510108200,816932,2437.0,48.0
29510108300,748498,1939.0,40.2
29510109600,2906441,3668.0,33.6
29510109700,3545651,2332.0,31.1
29510110100,993991,2945.0,34.6
29510110200,777756,2420.0,41.1
29510110300,938287,2093.0,37.4
29510110400,885207,2356.0,42.5
29510110500,1246967,1514.0,47.3
29510111100,1090869,1901.0,37.4
29510111200,1047465,1110.0,31.6
29510111300,951122,1251.0,53.5
29510111400,911511,1356.0,33.9
29510111500,788345,706.0,27.4
29510112100,6935934,3999.0,31.1
29510112200,695232,1629.0,35.7
29510112300,851908,2489.0,27.0
29510112400,938415,4221.0,37.5
29510113500,1797198,2208.0,39.2
29510114101,949541,4367.0,33.3
29510114102,1586580,4141.0,41.2
29510114200,1512784,4551.0,39.3
29510114300,1366902,5293.0,35.7
29510115100,1145336,4156.0,39.2
29510115200,1348424,3160.0,33.1
29510115300,1654574,5246.0,34.1
29510115400,978842,3225.0,34.3
29510115500,1215464,6233.0,33.9
29510115600,1833609,5084.0,38.1
29510115700,958989,3930.0,31.1
29510116100,765176,3948.0,33.3
29510116200,2348413,4397.0,33.8
29510116301,645677,3266.0,33.1
29510116302,616467,2216.0,39.5
29510116400,1003959,5043.0,29.1
29510116500,904024,4630.0,32.6
29510117100,1083050,1501.0,31.3
29510117200,1267634,5479.0,34.4
29510117400,1146088,4294.0,36.5
29510118100,1563757,1117.0,37.6
29510118400,1448157,1459.0,20.7
29510118600,2737927,3530.0,25.6
29510119101,506383,2635.0,38.2
29510119102,581750,2974.0,32.2
29510119200,733650,1696.0,46.5
29510119300,1179816,4213.0,21.4
29510120200,579429,1626.0,27.2
29510121100,1098524,1779.0,46.9
29510121200,857714,2667.0,18.9
29510123100,1031109,3600.0,33.7
29510123200,1113595,2189.0,38.6
29510123300,917993,2835.0,32.3
29510124100,1053217,5635.0,24.1
29510124200,797492,3235.0,35.1
29510124300,1168451,2975.0,41.8
29510124600,2151491,1901.0,30.8
29510125500,1099390,2791.0,31.3
29510125600,2159248,3870.0,32.6
29510125700,1306151,3618.0,23.7
29510126600,3250748,3433.0,26.6
29510126700,2246788,1353.0,37.3
29510126800,2792745,3574.0,36.8
29510126900,4336782,4689.0,51.1
29510127000,10530403,2296.0,31.3
29510127100,1741414,2208.0,30.1
29510127200,2019032,4237.0,38.5
29510127300,2140373,3416.0,39.2
29510127400,3313061,5410.0,27.1
29510127500,1779255,2426.0,27.7
29510127600,2969901,3234.0,32.7
32003000101,3718776,6560.0,36.3
32003000103,1298899,5085.0,31.7
32003000105,2034430,3844.0,34.0
32003000106,1406798,4237.0,46.2
32003000107,1248432,3328.0,41.1
32003000108,948103,4086.0,31.6
32003000109,934574,3790.0,36.2
32003000201,2179712,4286.0,35.4
32003000203,2039395,3971.0,36.9
32003000204,1731624,1119.0,45.5
32003000301,3645879,2254.0,46.6
32003000302,2309196,4548.0,27.8
32003000401,933886,2019.0,50.7
32003000402,1382723,3539.0,34.5
32003000403,654832,2186.0,48.7
32003000510,1144318,4893.0,27.0
32003000513,1324167,4237.0,28.5
32003000514,1913109,6155.0,26.9
32003000515,1339510,4914.0,30.9
32003000516,1831624,5934.0,27.2
32003000517,1340136,5465.0,27.9
32003000518,1829769,5415.0,33.5
32003000519,1330624,4761.0,30.3
32003000520,571789,2065.0,25.1
32003000521,805813,3644.0,27.0
32003000522,638025,2826.0,30.6
32003000523,908489,2285.0,25.2
32003000524,718408,1876.0,26.8
32003000525,642629,2737.0,37.5
32003000526,646624,3295.0,32.3
32003000527,766167,4002.0,28.0
32003000528,584322,2753.0,26.0
32003000600,640655,2609.0,40.7
32003000700,1478553,4412.0,34.1
32003000800,718651,1965.0,50.5
32003000900,710656,1194.0,44.3
32003001003,2590653,3755.0,37.1
32003001004,2796864,6200.0,46.2
32003001005,3289387,1615.0,43.3
32003001006,2245909,4211.0,44.6
32003001100,1348673,2641.0,36.8
32003001200,1819227,3874.0,37.4
32003001300,1786486,5081.0,35.5
32003001401,1118382,3133.0,38.0
32003001402,1746950,3989.0,35.9
32003001501,1009466,3126.0,45.0
32003001502,1351610,3694.0,55.3
32003002201,3372853,4131.0,46.8
32003002203,962277,5466.0,28.7
32003002204,672066,4332.0,29.1
32003002207,441160,4307.0,21.4
32003002905,2712854,4427.0,35.3
32003002915,2740956,5260.0,46.4
32003002916,2775552,2466.0,51.3
32003003001,1356388,3815.0,37.0
32003003003,1661245,5495.0,38.9
32003003004,642400,2368.0,35.4
32003003005,1320943,3661.0,43.1
32003003006,1367369,3629.0,40.2
32003003102,1426392,5615.0,30.9
32003003103,758064,3765.0,33.6
32003003104,793879,3639.0,38.2
32003003204,4774299,6147.0,53.4
32003003208,2728237,2997.0,44.0
32003003210,2025285,2509.0,73.5
32003003211,2563979,3205.0,74.9
32003003213,1783840,2092.0,73.6
32003003214,1543011,1734.0,70.4
32003003215,1392499,4409.0,44.2
32003003218,3975980,5479.0,44.1
32003003219,2299132,6420.0,43.7
32003003220,2992043,6436.0,32.3
32003003222,2250829,4584.0,41.4
32003003223,4431160,3040.0,44.5
32003003226,2494220,2486.0,48.0
32003003227,2117547,3825.0,45.5
32003003228,1385350,4933.0,32.8
32003003229,8228187,2851.0,25.7
32003003230,2816126,6897.0,32.4
32003003231,6738347,6625.0,28.8
32003003232,13469161,6218.0,40.1
32003003233,3061988,3843.0,34.6
32003003234,977364,4417.0,30.3
32003003235,2152017,3445.0,29.3
32003003236,3529928,2112.0,35.8
32003003237,2152382,4152.0,33.9
32003003238,2718103,6534.0,30.5
32003003239,1088297,3305.0,41.7
32003003240,3417736,3898.0,38.9
32003003241,1385985,3793.0,37.4
32003003242,2657072,1741.0,44.0
32003003243,1395263,4245.0,43.4
32003003244,1389151,3637.0,40.8
32003003245,1374699,4640.0,37.7
32003003246,1374384,3952.0,39.6
32003003247,1447284,3852.0,49.4
32003003248,1194210,3710.0,39.9
32003003249,1469895,3764.0,40.5
32003003250,1989651,5740.0,38.1
32003003251,1240850,2616.0,42.2
32003003252,1763162,4816.0,40.8
32003003253,1851773,3828.0,40.3
32003003254,1246410,3691.0,38.9
32003003260,982617,3519.0,39.7
32003003261,1199452,2682.0,40.2
32003003262,2267412,2813.0,73.5
32003003303,2488697,5293.0,34.6
32003003305,3242388,5222.0,42.4
32003003306,2653103,3917.0,57.6
32003003307,2724343,6466.0,38.3
32003003308,2383906,2779.0,45.6
32003003309,3257187,4189.0,40.0
32003003310,7079748,4710.0,38.5
32003003311,1245813,3681.0,35.3
32003003312,2511183,3804.0,35.9
32003003313,1243738,3112.0,32.9
32003003314,15791919,6960.0,38.6
32003003315,1005510,3965.0,30.9
32003003316,6970185,5601.0,34.2
32003003317,900337,2325.0,31.3
32003003318,2251796,4586.0,32.6
32003003319,1707319,6140.0,33.1
32003003320,4221350,4608.0,39.3
32003003321,2576745,2236.0,53.0
32003003408,2015219,5148.0,36.0
32003003409,1718423,5983.0,34.8
32003003410,2166725,4654.0,45.8
32003003411,2043481,4045.0,36.0
32003003412,1892131,4317.0,40.3
32003003413,2594523,5285.0,34.5
32003003414,3195137,2361.0,47.5
32003003415,3986139,6934.0,28.8
32003003416,1209903,3250.0,43.1
32003003418,1185723,4366.0,27.2
32003003419,1513418,6896.0,32.2
32003003420,1307968,4623.0,32.6
32003003421,1156242,3525.0,30.6
32003003422,1497502,4935.0,32.5
32003003423,1975418,6552.0,37.1
32003003426,1248001,3649.0,40.1
32003003427,1202168,3441.0,32.7
32003003428,663150,1848.0,31.8
32003003429,1502509,5006.0,36.2
32003003430,642547,2932.0,32.6
32003003431,749234,3545.0,25.2
32003003500,983588,3095.0,29.9
32003003616,8744639,4762.0,32.3
32003003618,5784793,8292.0,29.4
32003003700,4564773,3230.0,35.9
32003003800,2217909,3832.0,28.5
32003005803,1465262,4183.0,40.2
32003005804,1605826,4133.0,41.9
32003005805,2231812,3334.0,47.6
32003005806,1310081,3928.0,40.5
32003005807,1303563,4368.0,38.5
32003005808,1187742,3110.0,40.6
32003005809,1366717,4057.0,39.2
32003005822,2001900,5935.0,33.8
32003005823,338224771,4136.0,34.2
32003005824,1563827,3162.0,42.6
32003005902,2147483647,1433.0,32.2
32003007500,1768415043,2846.0,38.1
36005000200,479463,5095.0,36.6
36005000400,771880,5572.0,36.5
36005001600,485079,5412.0,39.9
36005001900,1668015,2569.0,30.6
36005002000,395564,8959.0,35.7
36005002300,104645,4860.0,31.5
36005002500,127492,5143.0,28.5
36005002701,82641,3172.0,26.7
36005002702,155504,4683.0,26.2
36005002800,414588,5746.0,42.0
36005003100,154703,1538.0,34.4
36005003300,150723,3852.0,28.8
36005003500,142005,3753.0,29.4
36005003700,167634,199.0,45.2
36005003800,63397,1303.0,31.2
36005003900,216210,6580.0,29.2
36005004001,123145,1550.0,39.6
36005004100,184733,6483.0,25.1
36005004200,483356,7599.0,35.6
36005004300,225393,5841.0,28.0
36005004400,265578,4830.0,35.0
36005004600,135340,1659.0,38.0
36005004800,150832,4024.0,34.6
36005005001,97889,5040.0,30.1
36005005002,113902,5791.0,30.0
36005005100,510448,5814.0,29.8
36005005200,182689,2128.0,33.5
36005005300,68744,3305.0,28.6
36005005400,196516,6334.0,33.1
36005005600,136188,2391.0,39.7
36005005902,69637,2856.0,37.1
36005006000,315749,1192.0,33.1
36005006100,242362,4007.0,50.3
36005006200,192942,7682.0,28.6
36005006300,1046236,4480.0,37.3
36005006400,168249,3565.0,32.7
36005006500,261808,5847.0,28.5
36005006700,212430,7782.0,27.8
36005006800,154374,2976.0,30.6
36005006900,187977,7769.0,27.4
36005007000,204891,4646.0,33.2
36005007100,264262,2358.0,29.3
36005007200,213050,5981.0,30.5
36005007300,140161,3735.0,30.2
36005007400,187162,3724.0,40.4
36005007500,227618,4932.0,30.0
36005007600,217217,5853.0,30.5
36005007700,112826,1904.0,32.0
36005007800,311879,6868.0,29.3
36005007900,197930,6099.0,29.4
36005008300,213932,5974.0,27.9
36005008400,156789,2447.0,32.2
36005008500,181658,6324.0,30.8
36005008600,187658,3916.0,31.7
36005008700,213574,6406.0,30.3
36005008900,110291,3540.0,28.4
36005009000,1026815,3824.0,29.8
36005009200,310475,5397.0,32.9
36005009300,2307627,6265.0,30.5
36005009600,703455,2557.0,34.4
36005009800,517451,4922.0,36.5
36005011000,2073730,205.0,49.4
36005011502,336295,4446.0,28.3
36005011700,1357971,1512.0,29.4
36005011800,1078634,5328.0,31.9
36005011900,167875,5570.0,27.0
36005012101,115615,3014.0,26.4
36005012102,49498,1485.0,23.9
36005012300,303328,4144.0,29.1
36005012500,168791,4139.0,27.0
36005012701,107703,2117.0,35.7
36005012901,156381,3828.0,26.4
36005013000,116144,1334.0,47.3
36005013100,232208,4906.0,31.3
36005013200,604268,7150.0,40.6
36005013300,161159,7067.0,29.4
36005013500,167404,3957.0,32.4
36005013800,764724,3301.0,36.6
36005014100,177166,4620.0,31.1
36005014300,129711,942.0,34.5
36005014400,396820,6062.0,25.9
36005014500,181445,6757.0,24.5
36005014701,138921,7209.0,28.4
36005014702,116306,5089.0,24.9
36005014900,155523,4531.0,30.0
36005015100,209001,5662.0,32.1
36005015200,284310,2960.0,38.6
36005015300,236838,4471.0,27.6
36005015500,114986,3058.0,34.0
36005015700,319009,3761.0,27.0
36005015800,162176,1233.0,36.7
36005015900,103416,1845.0,31.8
36005016000,494499,4429.0,41.5
36005016100,239125,4130.0,34.8
36005016200,180646,1989.0,40.7
36005016400,164578,907.0,44.7
36005016500,196842,1296.0,27.7
36005016600,285611,2292.0,43.1
36005016700,205837,2433.0,29.3
36005016900,92915,1498.0,30.7
36005017300,165274,6697.0,32.4
36005017500,151593,7021.0,26.7
36005017701,106630,4459.0,33.7
36005017702,140905,5456.0,27.6
36005017901,76723,4711.0,35.8
36005017902,77544,3618.0,26.9
36005018101,77226,2946.0,31.2
36005018102,96381,5862.0,32.3
36005018301,67872,4241.0,42.1
36005018302,112287,3934.0,30.6
36005018400,447411,3928.0,40.0
36005018500,412151,6904.0,29.9
36005018900,355564,8389.0,30.4
36005019300,241295,5301.0,28.6
36005019400,840070,2282.0,31.7
36005019500,219844,7593.0,33.9
36005019700,148088,7084.0,25.0
36005019900,177087,7635.0,31.9
36005020000,341895,4672.0,32.1
36005020100,282706,4292.0,31.6
36005020200,124809,2240.0,32.3
36005020400,134282,3210.0,30.7
36005020501,267887,6568.0,33.4
36005020502,101737,2077.0,34.3
36005020601,151551,2758.0,36.8
36005020900,132467,4519.0,32.4
36005021001,192403,9094.0,34.5
36005021002,172052,6081.0,41.4
36005021100,153028,5721.0,29.1
36005021200,101019,5169.0,39.0
36005021301,65397,1101.0,34.5
36005021302,165924,6250.0,27.5
36005021501,91954,4317.0,27.4
36005021502,155720,6110.0,31.1
36005021601,164036,3970.0,34.5
36005021602,165503,6059.0,39.8
36005021700,161512,5093.0,34.0
36005021800,320045,7049.0,30.1
36005021900,142939,1205.0,32.4
36005022000,229355,2070.0,27.7
36005022101,68119,3956.0,27.7
36005022102,78293,5006.0,28.8
36005022200,221189,2965.0,31.5
36005022300,92765,5214.0,31.9
36005022401,85053,2598.0,34.5
36005022403,124862,3309.0,35.2
36005022404,92720,3951.0,35.8
36005022500,180022,8071.0,27.2
36005022701,114010,5981.0,30.1
36005022702,50556,1525.0,38.6
36005022703,38660,1871.0,31.3
36005022800,172197,6156.0,33.3
36005022901,121893,5184.0,31.4
36005022902,91601,3262.0,26.9
36005023000,159383,3340.0,31.1
36005023100,117143,1594.0,32.4
36005023200,142706,2772.0,31.4
36005023301,119112,4378.0,33.4
36005023302,62577,3247.0,30.5
36005023501,68200,3514.0,34.1
36005023502,96240,4652.0,37.0
36005023600,92075,2206.0,29.2
36005023702,47892,1345.0,31.5
36005023703,100593,4919.0,26.6
36005023704,67466,3702.0,28.0
36005023800,339546,2628.0,31.4
36005023900,178487,8347.0,27.8
36005024000,240361,4244.0,27.3
36005024100,134661,6421.0,28.5
36005024300,150432,5685.0,32.0
36005024400,175718,2588.0,34.5
36005024501,113064,5085.0,30.2
36005024502,100154,3669.0,33.3
36005024600,152436,2198.0,43.3
36005024700,145941,1856.0,33.6
36005024800,277910,3544.0,37.4
36005025000,181709,2817.0,39.6
36005025100,209329,6246.0,34.2
36005025200,190715,2549.0,37.6
36005025300,124458,5970.0,30.8
36005025400,169924,1959.0,35.5
36005025500,168637,5764.0,33.1
36005025600,189285,1727.0,36.4
36005025700,161279,1661.0,34.7
36005026100,174717,1710.0,48.8
36005026300,158788,6412.0,33.5
36005026400,426510,5911.0,38.4
36005026500,202137,6914.0,31.5
36005026601,170250,2911.0,44.0
36005026602,303397,5488.0,41.0
36005026701,69160,3439.0,33.8
36005026702,166368,6206.0,32.1
36005026900,384055,3318.0,34.8
36005027300,203341,8429.0,31.7
36005027401,701116,4723.0,47.7
36005027402,486673,3754.0,45.5
36005027600,1526823,62.0,23.3
36005027700,176712,5591.0,32.9
36005027900,277975,6985.0,38.6
36005028100,129101,3940.0,53.5
36005028300,227444,3390.0,32.2
36005028400,1124691,707.0,51.0
36005028500,263658,3079.0,35.1
36005028600,200018,1225.0,44.0
36005028700,155302,3489.0,35.1
36005028800,336192,3496.0,43.3
36005028900,201144,4027.0,38.5
36005029301,285423,2037.0,52.8
36005029302,426603,5471.0,45.6
36005029500,236743,4603.0,36.1
36005029600,723313,1842.0,31.1
36005029700,232457,3971.0,44.3
36005030000,415699,5751.0,38.0
36005030100,146000,1367.0,63.6
36005030200,433616,9914.0,43.3
36005030701,396736,5283.0,45.1
36005030900,1365852,3945.0,55.6
36005031000,634014,4863.0,50.2
36005031200,202061,2124.0,42.7
36005031400,211194,2336.0,46.5
36005031600,177170,1996.0,39.1
