GEOID,place_name,land_area,total_pop,median_age,prop_65_older,prop_hispanic,prop_white,prop_black,prop_asian,prop_male,prop_single_fam_detached,med_rooms_in_house,prop_built_before_1940,prop_renting,count_renter_occupied_units,rental_vacancy_rate,renter_household_size,mean_travel_time_work,prop_commute_drive_alone,prop_below_poverty,prop_college_grad_student,prop_nonrelatives_household,prop_same_residence_year_ago,prop_bachelors_or_higher,prop_english_only,prop_foreign_born,distance_to_center_km,pop_density_k_km,renter_occupied_units_km,prop_20_34,prop_burden,median_gross_rent_k,med_income_k,med_home_value_k,prop_white_change_2012_2015
42101012000,"Philadelphia, PA",600670,1916.0,31.2,0.133,0.034,0.326,0.542,0.031,0.499,0.28300000000000003,5.6,0.333,0.557,384.0,0.07200000000000001,1.71,28.0,0.573,0.157,0.767,0.079,0.75,0.397,0.8759999999999999,0.073,7.4031952148699345,3.189771421912197,639.2861304876221,0.28600000000000003,0.6729999999999999,1.001,44.961000000000006,242.8,0.06200000000000003
42101012100,"Philadelphia, PA",876796,2869.0,44.3,0.264,0.039,0.214,0.674,0.052000000000000005,0.408,0.045,4.1,0.194,0.645,784.0,0.102,1.72,24.4,0.57,0.297,0.5870000000000001,0.1,0.909,0.194,0.883,0.091,6.986381210840942,3.2721408400585763,894.1646631599597,0.272,0.7390000000000001,0.9520000000000001,31.108,165.9,0.01
42101012201,"Philadelphia, PA",380690,3151.0,41.8,0.262,0.049,0.301,0.354,0.24,0.421,0.006,2.9,0.09,1.0,2106.0,0.03,1.49,29.0,0.589,0.494,0.897,0.142,0.721,0.368,0.634,0.353,6.938144160169643,8.277075835982032,5532.060206467205,0.399,0.565,0.976,16.107,,-0.07599999999999997
42101012203,"Philadelphia, PA",226108,1070.0,28.7,0.08,0.023,0.439,0.34600000000000003,0.087,0.406,0.034,3.0,0.076,0.983,633.0,0.163,1.67,33.4,0.635,0.478,0.857,0.162,0.76,0.562,0.7240000000000001,0.207,7.263363915220474,4.73225184425142,2799.54711907584,0.584,0.621,0.993,24.278000000000002,,-0.0010000000000000141
42101012204,"Philadelphia, PA",849290,3291.0,52.4,0.318,0.023,0.275,0.624,0.062,0.396,0.028,4.2,0.08900000000000001,0.479,861.0,0.079,1.72,25.2,0.6890000000000001,0.28,0.55,0.068,0.9,0.425,0.903,0.09,6.861757218124327,3.875001471817636,1013.7879876131826,0.195,0.444,0.909,40.938,178.7,-0.087
42101012500,"Philadelphia, PA",864814,5197.0,31.2,0.171,0.054000000000000006,0.799,0.059,0.064,0.514,0.032,3.4,0.058,0.865,2519.0,0.013,1.69,24.7,0.37,0.165,0.951,0.275,0.69,0.728,0.868,0.125,1.2236856225564303,6.009384676936313,2912.7650569949146,0.522,0.487,1.683,62.381,367.6,0.16399999999999998
42101013100,"Philadelphia, PA",322158,1500.0,37.2,0.084,0.041,0.227,0.613,0.095,0.491,0.053,4.1,0.209,0.6859999999999999,476.0,0.152,2.0,23.4,0.43,0.181,0.51,0.11,0.846,0.373,0.8690000000000001,0.097,1.798542093725073,4.6561004227739184,1477.53586749359,0.28,0.387,0.784,39.868,287.1,0.083
42101013200,"Philadelphia, PA",426673,2836.0,44.1,0.207,0.041,0.079,0.84,0.037000000000000005,0.466,0.077,4.7,0.154,0.7859999999999999,774.0,0.015,2.18,27.9,0.333,0.373,0.348,0.109,0.733,0.127,0.917,0.043,1.6391841589624985,6.6467763369137485,1814.0355729094645,0.181,0.5589999999999999,0.445,18.75,219.1,0.035
42101013300,"Philadelphia, PA",357932,3696.0,27.8,0.037000000000000005,0.11,0.371,0.453,0.044,0.563,0.023,3.7,0.531,0.84,1245.0,0.052000000000000005,2.4,27.3,0.33,0.342,0.5539999999999999,0.21,0.77,0.504,0.857,0.037000000000000005,1.5890445255253889,10.325983706402337,3478.3143166858513,0.477,0.5479999999999999,1.05,47.045,307.1,-0.05100000000000002
42101013401,"Philadelphia, PA",164059,2390.0,50.1,0.343,0.023,0.898,0.03,0.034,0.44,0.036000000000000004,4.0,0.398,0.376,545.0,0.0,1.39,31.4,0.35600000000000004,0.054000000000000006,0.531,0.071,0.865,0.716,0.858,0.081,1.8096320102521224,14.56792983012209,3321.975630718217,0.227,0.262,1.244,80.06,354.2,-0.01
42101013402,"Philadelphia, PA",238612,2877.0,31.6,0.062,0.113,0.6990000000000001,0.096,0.073,0.491,0.022,3.6,0.626,0.606,863.0,0.092,1.87,28.1,0.328,0.135,0.758,0.238,0.7809999999999999,0.737,0.865,0.043,1.5200584718088714,12.057230985868273,3616.7502053542985,0.487,0.42,1.129,76.172,463.6,0.055999999999999946
42101013500,"Philadelphia, PA",404891,3370.0,32.2,0.115,0.159,0.485,0.322,0.028,0.514,0.06,5.7,0.5820000000000001,0.495,692.0,0.109,2.3,28.3,0.5379999999999999,0.199,0.474,0.122,0.823,0.544,0.852,0.055,1.969970238073628,8.323227732896013,1709.1019558350272,0.3559999999999999,0.473,0.835,57.53,340.9,0.03899999999999999
42101013601,"Philadelphia, PA",167626,2761.0,35.4,0.125,0.012,0.763,0.107,0.099,0.489,0.035,4.8,0.627,0.279,370.0,0.166,2.04,29.0,0.484,0.03,0.7290000000000001,0.108,0.833,0.826,0.846,0.11,2.245752557662561,16.471191819884744,2207.294811067496,0.366,0.306,1.5490000000000002,117.0,347.1,0.015
42101013602,"Philadelphia, PA",234732,3957.0,33.2,0.077,0.02,0.759,0.162,0.036000000000000004,0.47,0.031,5.1,0.674,0.396,714.0,0.067,2.35,31.2,0.4270000000000001,0.139,0.514,0.165,0.83,0.6729999999999999,0.904,0.07,2.5447775610460424,16.857522621542866,3041.766780839425,0.391,0.418,1.053,76.178,347.5,-0.14599999999999996
42101013700,"Philadelphia, PA",589738,4412.0,34.6,0.126,0.034,0.217,0.725,0.009000000000000001,0.445,0.055,5.8,0.607,0.438,806.0,0.101,2.17,27.7,0.319,0.374,0.408,0.069,0.8640000000000001,0.252,0.97,0.021,3.2821564395206453,7.481288300906504,1366.7086061946154,0.315,0.568,0.932,31.37,118.6,0.035
42101013800,"Philadelphia, PA",341256,2240.0,34.2,0.103,0.055,0.134,0.772,0.0,0.441,0.079,5.6,0.667,0.643,543.0,0.0,2.75,34.6,0.38,0.263,0.125,0.075,0.8640000000000001,0.125,0.933,0.004,2.919478910649345,6.563987153339429,1591.1808144032632,0.221,0.479,0.84,26.91,74.7,0.025
42101013900,"Philadelphia, PA",562936,3337.0,30.4,0.136,0.051,0.114,0.82,0.008,0.455,0.035,4.7,0.243,0.8809999999999999,980.0,0.057,2.49,31.9,0.338,0.585,0.229,0.069,0.903,0.086,0.948,0.021,2.607356773502868,5.927849702275215,1740.8728523313487,0.237,0.451,0.461,12.865,258.8,0.015
42101014000,"Philadelphia, PA",439802,2809.0,26.3,0.063,0.03,0.278,0.6579999999999999,0.011,0.537,0.081,4.0,0.348,0.79,886.0,0.084,1.96,27.0,0.199,0.453,0.6559999999999999,0.177,0.7020000000000001,0.229,0.899,0.07400000000000001,2.3582135735169905,6.38696504336042,2014.5429079449384,0.431,0.584,0.7959999999999999,20.136,183.4,-0.09600000000000003
42101014100,"Philadelphia, PA",562134,2181.0,31.9,0.19,0.075,0.14400000000000002,0.619,0.033,0.37,0.032,4.1,0.174,0.812,751.0,0.092,2.17,28.3,0.494,0.377,0.393,0.068,0.833,0.18,0.872,0.077,2.2717754692811,3.8798578274930886,1335.9803890175654,0.265,0.495,0.516,18.086,112.5,-0.01
42101014200,"Philadelphia, PA",789935,3615.0,31.2,0.038,0.16899999999999998,0.67,0.085,0.037000000000000005,0.493,0.037000000000000005,4.2,0.453,0.633,1222.0,0.035,1.73,28.0,0.525,0.085,0.581,0.214,0.711,0.71,0.784,0.063,2.752764289268872,4.5763259002322965,1546.9627247811527,0.505,0.373,1.685,80.154,307.2,0.02
42101014300,"Philadelphia, PA",570012,1612.0,35.4,0.095,0.094,0.7959999999999999,0.011,0.08800000000000001,0.52,0.115,5.6,0.748,0.305,220.0,0.0,2.34,29.9,0.491,0.132,0.415,0.151,0.902,0.434,0.8270000000000001,0.112,3.631754226104726,2.8280106383725263,385.9567868746623,0.339,0.46,0.877,57.568000000000005,200.4,-0.032999999999999974
42101014400,"Philadelphia, PA",609439,3323.0,30.3,0.095,0.389,0.425,0.121,0.037000000000000005,0.564,0.095,4.8,0.551,0.536,616.0,0.079,2.53,27.1,0.477,0.306,0.419,0.211,0.8590000000000001,0.299,0.629,0.126,2.9868729008885184,5.452555546986655,1010.7656385626782,0.388,0.442,1.028,42.802,204.7,-0.06300000000000004
42101014500,"Philadelphia, PA",321464,1615.0,35.2,0.17,0.304,0.02,0.6559999999999999,0.015,0.439,0.117,4.7,0.174,0.6609999999999999,424.0,0.066,2.46,30.9,0.25,0.217,0.253,0.03,0.912,0.132,0.721,0.032,2.9412408981827984,5.023890700047283,1318.9657317771193,0.166,0.484,0.469,23.664,164.6,-0.07200000000000001
42101014600,"Philadelphia, PA",445048,3615.0,22.7,0.172,0.035,0.344,0.5720000000000001,0.038,0.411,0.033,5.3,0.08199999999999999,0.483,471.0,0.092,1.89,27.6,0.343,0.285,0.884,0.058,0.6990000000000001,0.114,0.927,0.03,2.785870644063645,8.122719347126603,1058.3128112023871,0.241,0.562,0.68,24.833000000000002,129.9,0.07399999999999997
42101014700,"Philadelphia, PA",337677,3595.0,21.0,0.035,0.024,0.382,0.482,0.102,0.477,0.009000000000000001,4.2,0.388,0.746,654.0,0.111,3.29,40.2,0.207,0.599,0.831,0.389,0.669,0.207,0.873,0.096,2.918438329945916,10.646268475495814,1936.7620536785157,0.518,0.804,1.048,11.578,179.9,-0.06100000000000001
42101014800,"Philadelphia, PA",191126,1014.0,35.5,0.217,0.006,0.096,0.887,0.008,0.508,0.116,4.7,0.243,0.727,296.0,0.054000000000000006,2.02,38.9,0.213,0.433,0.435,0.16899999999999998,0.938,0.058,0.977,0.064,3.134819357286553,5.305400625765202,1548.7165534778103,0.272,0.386,0.252,11.989,133.2,-0.051
42101014900,"Philadelphia, PA",453221,3230.0,43.5,0.18,0.102,0.033,0.835,0.034,0.47,0.04,5.8,0.782,0.6459999999999999,1049.0,0.021,1.6,39.7,0.276,0.378,0.318,0.037000000000000005,0.878,0.056,0.894,0.027000000000000003,3.5593101805663965,7.126765970685383,2314.544118652931,0.218,0.585,0.723,25.685,68.9,-0.014
42101015101,"Philadelphia, PA",193072,2015.0,32.5,0.083,0.022,0.032,0.922,0.0,0.457,0.055,5.6,0.737,0.662,539.0,0.105,2.48,39.8,0.271,0.466,0.212,0.059,0.88,0.155,0.97,0.003,4.287077415924493,10.436521090577607,2791.7046490428443,0.268,0.597,0.6779999999999999,21.0,56.2,0.006999999999999999
42101015102,"Philadelphia, PA",556569,3530.0,40.8,0.151,0.039,0.006,0.925,0.006999999999999999,0.383,0.006999999999999999,5.0,0.593,0.706,1172.0,0.104,2.12,35.8,0.335,0.539,0.108,0.021,0.878,0.094,0.949,0.031,3.9931065621728252,6.3424301389405455,2105.7586750250193,0.16,0.514,0.486,12.241,41.4,0.0009999999999999998
42101015200,"Philadelphia, PA",669100,6098.0,22.5,0.071,0.047,0.042,0.906,0.0,0.4,0.035,5.7,0.414,0.7070000000000001,1340.0,0.022,3.42,38.2,0.33,0.613,0.225,0.087,0.8420000000000001,0.029,0.953,0.013,3.723353428815693,9.113734867732775,2002.690180839934,0.262,0.7170000000000001,0.49200000000000005,16.195,69.7,-0.035
42101015300,"Philadelphia, PA",469148,3860.0,21.4,0.061,0.022,0.546,0.359,0.042,0.423,0.068,5.0,0.374,0.725,756.0,0.159,3.37,28.0,0.354,0.66,0.923,0.479,0.622,0.208,0.913,0.08,3.5030129677566144,8.227680817140861,1611.4317869840647,0.573,0.69,0.723,15.609000000000002,121.0,0.03200000000000003
42101015600,"Philadelphia, PA",429566,1981.0,28.1,0.097,0.677,0.139,0.149,0.004,0.515,0.12,5.4,0.493,0.5539999999999999,333.0,0.065,3.0,33.1,0.416,0.4270000000000001,0.301,0.157,0.747,0.124,0.429,0.025,3.4975997034107675,4.611631274355978,775.2010168402527,0.324,0.629,0.816,20.592,111.2,-0.07400000000000001
42101015700,"Philadelphia, PA",485212,2668.0,29.9,0.058,0.522,0.35200000000000004,0.036000000000000004,0.044,0.507,0.07,4.6,0.5429999999999999,0.539,496.0,0.101,2.72,31.5,0.4920000000000001,0.27,0.215,0.162,0.795,0.233,0.354,0.276,3.730564868917899,5.4986274041037735,1022.2335803731153,0.362,0.465,0.883,36.766999999999996,96.5,0.017000000000000032
42101015800,"Philadelphia, PA",580216,5872.0,34.4,0.13,0.027000000000000003,0.938,0.017,0.01,0.458,0.07,5.5,0.769,0.34700000000000003,898.0,0.0,1.58,34.1,0.442,0.215,0.445,0.13,0.841,0.383,0.928,0.045,3.7523597830074435,10.120368966040235,1547.6994774359894,0.35700000000000004,0.397,0.84,52.931000000000004,187.8,0.0010000000000000852
42101016000,"Philadelphia, PA",720845,6435.0,33.6,0.096,0.05,0.867,0.019,0.046,0.524,0.049,5.4,0.79,0.328,841.0,0.05,2.55,31.8,0.545,0.171,0.456,0.132,0.816,0.328,0.949,0.017,4.574916179943672,8.927023146446185,1166.6863195277765,0.391,0.461,1.056,45.265,159.3,0.007999999999999972
42101016100,"Philadelphia, PA",707586,4791.0,32.1,0.079,0.333,0.405,0.08,0.177,0.475,0.049,5.3,0.674,0.494,887.0,0.161,2.6,27.0,0.321,0.363,0.272,0.113,0.8059999999999999,0.241,0.562,0.16399999999999998,4.715159363139376,6.770908412546318,1253.5578714106834,0.324,0.5870000000000001,0.731,25.223000000000003,111.1,0.13200000000000006
42101016200,"Philadelphia, PA",364983,2206.0,28.7,0.059,0.831,0.062,0.107,0.0,0.496,0.106,4.9,0.596,0.591,432.0,0.04,2.92,24.6,0.261,0.506,0.224,0.114,0.787,0.073,0.341,0.066,4.12720186820516,6.044117123263276,1183.616771192083,0.311,0.675,0.728,20.04,78.8,0.046
42101016300,"Philadelphia, PA",572226,3935.0,30.5,0.063,0.737,0.037000000000000005,0.093,0.126,0.534,0.067,4.9,0.611,0.6559999999999999,746.0,0.062,3.25,30.7,0.479,0.6629999999999999,0.221,0.099,0.809,0.058,0.364,0.133,4.7535053895808135,6.876653629859531,1303.6807135642212,0.224,0.898,0.778,12.343,64.4,-0.0040000000000000036
42101016400,"Philadelphia, PA",485026,4543.0,29.7,0.079,0.503,0.006,0.487,0.0,0.433,0.039,5.5,0.526,0.662,952.0,0.014,3.12,29.7,0.461,0.613,0.125,0.065,0.906,0.002,0.542,0.029,4.500789510177144,9.366508187189963,1962.7813766684671,0.239,0.754,0.556,12.436,59.5,-0.015
42101016500,"Philadelphia, PA",394714,2065.0,29.9,0.086,0.261,0.003,0.711,0.0,0.394,0.041,5.6,0.509,0.679,621.0,0.0,2.19,40.7,0.402,0.5660000000000001,0.116,0.041,0.915,0.054000000000000006,0.8140000000000001,0.002,4.265486857863829,5.231636070673956,1573.2910411082455,0.257,0.424,0.42200000000000004,14.894,49.0,-0.018000000000000002
42101016600,"Philadelphia, PA",261133,1624.0,30.2,0.07,0.062,0.182,0.743,0.006,0.379,0.061,5.7,0.612,0.71,417.0,0.135,2.0,32.9,0.293,0.52,0.67,0.109,0.7170000000000001,0.077,0.924,0.053,4.171342281842482,6.2190531261847415,1596.887409863939,0.395,0.5660000000000001,0.47700000000000004,15.855,29.6,0.08199999999999999
42101016701,"Philadelphia, PA",254046,2932.0,34.7,0.099,0.0,0.008,0.975,0.01,0.518,0.03,5.9,0.5760000000000001,0.443,474.0,0.097,2.49,36.6,0.342,0.443,0.174,0.067,0.936,0.056,0.982,0.013,4.324087254043608,11.541216944962725,1865.803830802296,0.265,0.799,0.775,18.955,28.1,0.006999999999999999
42101016702,"Philadelphia, PA",355103,2930.0,35.8,0.084,0.009000000000000001,0.08199999999999999,0.895,0.0,0.467,0.043,5.9,0.643,0.494,578.0,0.029,2.43,34.3,0.478,0.395,0.208,0.046,0.845,0.025,0.932,0.02,4.263894464150651,8.251127137760031,1627.696752773139,0.177,0.6809999999999999,0.745,20.565,48.0,-0.03399999999999999
42101016800,"Philadelphia, PA",581301,4206.0,31.6,0.09,0.006,0.041,0.931,0.0,0.408,0.094,6.0,0.585,0.498,737.0,0.0,2.51,37.6,0.404,0.336,0.301,0.049,0.912,0.078,0.975,0.01,4.39997058291712,7.235494175994883,1267.8457460076622,0.221,0.5870000000000001,0.8140000000000001,27.574,53.4,0.018000000000000002
42101016901,"Philadelphia, PA",512906,3356.0,28.8,0.07200000000000001,0.001,0.016,0.96,0.002,0.4320000000000001,0.09,5.9,0.7190000000000001,0.479,593.0,0.0,2.5,38.5,0.602,0.419,0.16699999999999998,0.043,0.812,0.022,0.99,0.002,4.64570127225631,6.543109263685744,1156.157268583327,0.26,0.6990000000000001,0.745,25.291999999999998,39.8,-0.007999999999999998
42101016902,"Philadelphia, PA",563701,5798.0,30.4,0.113,0.069,0.013,0.916,0.0,0.5,0.075,5.9,0.575,0.595,1251.0,0.032,2.84,41.5,0.395,0.354,0.077,0.051,0.878,0.065,0.974,0.018000000000000002,4.922281414309229,10.285594668095321,2219.261629835675,0.17600000000000002,0.6460000000000001,0.705,21.035,37.7,0.005000000000000001
42101017000,"Philadelphia, PA",1570379,3050.0,39.4,0.14300000000000002,0.035,0.168,0.759,0.033,0.462,0.057,5.1,0.373,0.623,814.0,0.09,2.12,35.9,0.511,0.265,0.506,0.084,0.823,0.16399999999999998,0.956,0.03,6.349039810171977,1.9422063081587309,518.3462081446581,0.306,0.439,0.909,25.299,82.4,-0.035
42101017100,"Philadelphia, PA",1140882,4078.0,41.2,0.157,0.031,0.009000000000000001,0.945,0.0,0.446,0.032,5.9,0.5670000000000001,0.266,403.0,0.0,2.93,27.7,0.4270000000000001,0.316,0.256,0.087,0.949,0.052000000000000005,0.939,0.021,5.7089085876136245,3.5744275043343663,353.2354792169567,0.21700000000000005,0.5770000000000001,0.882,28.811,55.1,-0.035
42101017201,"Philadelphia, PA",262958,3375.0,40.9,0.138,0.006999999999999999,0.021,0.95,0.0,0.412,0.05,5.9,0.578,0.392,464.0,0.0,3.0,35.0,0.56,0.508,0.114,0.034,0.887,0.037000000000000005,0.989,0.001,5.250561931176321,12.834749275549704,1764.5403448459451,0.184,0.895,0.868,21.096,44.8,0.024
42101017202,"Philadelphia, PA",290610,3341.0,40.1,0.13,0.04,0.006999999999999999,0.934,0.014,0.409,0.078,5.9,0.609,0.439,630.0,0.0,2.51,32.9,0.715,0.451,0.14400000000000002,0.063,0.951,0.046,0.957,0.01,5.23029794770362,11.496507346615742,2167.853824713534,0.129,0.665,0.7140000000000001,21.875,47.3,0.008
42101017300,"Philadelphia, PA",874585,3178.0,35.1,0.12,0.043,0.006,0.947,0.002,0.504,0.055,5.8,0.55,0.457,546.0,0.055,2.05,38.3,0.506,0.48,0.122,0.031,0.867,0.087,0.969,0.013,5.1466847189831135,3.6337234231092457,624.2960947192097,0.284,0.677,0.679,20.43,65.5,0.023000000000000003
42101017400,"Philadelphia, PA",353985,2268.0,44.6,0.119,0.06,0.006999999999999999,0.933,0.0,0.509,0.099,5.9,0.525,0.441,382.0,0.068,2.39,33.7,0.321,0.504,0.319,0.031,0.82,0.033,0.963,0.006999999999999999,5.008967141721852,6.407051146235008,1079.141771543992,0.215,0.7030000000000001,0.6409999999999999,18.319000000000003,34.9,0.0029999999999999983
42101017500,"Philadelphia, PA",719915,7214.0,25.9,0.07200000000000001,0.705,0.006999999999999999,0.266,0.0,0.458,0.131,5.7,0.42,0.531,1196.0,0.012,3.55,36.5,0.43,0.589,0.139,0.076,0.879,0.025,0.408,0.031,5.320966223205772,10.020627435183322,1661.3072376600014,0.272,0.8220000000000001,0.8170000000000001,15.743,42.8,0.0020000000000000005
42101017601,"Philadelphia, PA",579127,5922.0,31.1,0.084,0.916,0.036000000000000004,0.048,0.0,0.506,0.07,5.0,0.612,0.506,952.0,0.0,2.92,33.9,0.42,0.596,0.029,0.081,0.915,0.026,0.24,0.098,5.255738860618119,10.22573632381153,1643.8535934259671,0.201,0.728,0.695,16.531,44.7,-0.009000000000000001
42101017602,"Philadelphia, PA",400458,3906.0,28.8,0.051,0.8270000000000001,0.11,0.05,0.004,0.443,0.021,5.1,0.541,0.574,734.0,0.019,3.21,30.3,0.426,0.614,0.109,0.073,0.89,0.032,0.333,0.061,5.684063550088342,9.75383186251742,1832.9013279794635,0.191,0.928,0.773,17.729,53.6,0.017
42101017701,"Philadelphia, PA",241053,3937.0,26.7,0.028,0.595,0.096,0.28300000000000003,0.014,0.502,0.061,5.2,0.59,0.629,638.0,0.056,3.56,52.9,0.375,0.461,0.077,0.052000000000000005,0.833,0.026,0.491,0.226,6.326590070255232,16.332507788743555,2646.720845623162,0.23399999999999999,0.693,0.8740000000000001,23.385,45.5,-0.057
42101017702,"Philadelphia, PA",489258,6371.0,25.2,0.055,0.72,0.083,0.16899999999999998,0.011,0.5379999999999999,0.086,5.6,0.623,0.611,1021.0,0.014,4.41,35.6,0.281,0.71,0.099,0.106,0.7829999999999999,0.059,0.406,0.119,5.872485328525967,13.021759480682993,2086.833531592739,0.192,0.867,0.8320000000000001,14.907,52.0,-0.0009999999999999968
42101017800,"Philadelphia, PA",662905,6775.0,30.3,0.032,0.526,0.177,0.212,0.065,0.498,0.098,5.6,0.6759999999999999,0.5870000000000001,1239.0,0.034,3.15,33.6,0.379,0.583,0.15,0.113,0.813,0.026,0.485,0.126,5.868188320907228,10.220167293956148,1869.046092577368,0.237,0.718,0.835,20.484,47.2,0.059000000000000025
42101017900,"Philadelphia, PA",714010,7236.0,25.3,0.07,0.234,0.371,0.358,0.005,0.496,0.054000000000000006,5.5,0.738,0.513,1107.0,0.038,3.7,32.4,0.399,0.388,0.155,0.033,0.8270000000000001,0.111,0.8109999999999999,0.042,5.731382136464845,10.134311844371927,1550.398453803168,0.231,0.802,0.977,25.603,61.4,-0.08200000000000003
42101018001,"Philadelphia, PA",387383,2372.0,38.2,0.15,0.046,0.91,0.015,0.013,0.445,0.057,5.5,0.657,0.34600000000000003,361.0,0.07,2.44,28.2,0.561,0.239,0.124,0.045,0.852,0.174,0.938,0.034,5.382773284456157,6.123139115552308,931.894275174698,0.216,0.718,0.705,35.961999999999996,151.3,-0.07200000000000002
42101018002,"Philadelphia, PA",439791,5502.0,40.5,0.116,0.081,0.909,0.0,0.0,0.562,0.039,5.5,0.708,0.29,661.0,0.0,2.02,32.3,0.494,0.208,0.298,0.098,0.857,0.203,0.797,0.156,5.971045083837187,12.510487936315204,1502.9866459295438,0.221,0.79,0.856,40.911,117.1,0.027999999999999973
42101018300,"Philadelphia, PA",1834659,3792.0,42.0,0.16,0.005,0.991,0.001,0.003,0.488,0.093,6.0,0.583,0.203,320.0,0.0,2.65,31.5,0.6829999999999999,0.157,0.172,0.055,0.965,0.154,0.911,0.02,8.963922240804658,2.0668691021056227,174.41933351102298,0.194,0.503,1.069,47.578,135.6,0.0030000000000001137
42101018400,"Philadelphia, PA",1284896,2497.0,38.7,0.101,0.049,0.901,0.001,0.018000000000000002,0.513,0.197,6.0,0.7759999999999999,0.202,177.0,0.0,2.55,35.6,0.733,0.136,0.345,0.069,0.887,0.197,0.928,0.028,9.891615492431864,1.9433479441137649,137.75433965083556,0.262,0.667,0.6829999999999999,48.88399999999999,124.8,0.0029999999999999714
42101018800,"Philadelphia, PA",663288,8698.0,25.0,0.049,0.475,0.234,0.245,0.013,0.514,0.067,5.6,0.595,0.456,1116.0,0.142,3.45,30.4,0.392,0.615,0.165,0.075,0.802,0.036000000000000004,0.622,0.058,7.0244066606793965,13.11345901026402,1682.527047074574,0.238,0.8340000000000001,0.848,20.864,70.3,0.02
42101019000,"Philadelphia, PA",778606,7996.0,23.7,0.045,0.6679999999999999,0.097,0.138,0.046,0.452,0.016,5.8,0.302,0.5,1241.0,0.112,3.07,34.3,0.505,0.397,0.146,0.069,0.815,0.07200000000000001,0.488,0.11,8.417323306096142,10.269635733605957,1593.8741802657569,0.233,0.713,0.904,30.701999999999998,103.1,-0.018000000000000006
42101019100,"Philadelphia, PA",1439101,8397.0,33.9,0.092,0.5670000000000001,0.184,0.127,0.126,0.447,0.091,5.8,0.187,0.332,924.0,0.03,3.22,34.4,0.499,0.33,0.16699999999999998,0.065,0.892,0.08199999999999999,0.343,0.221,8.004991241197263,5.83489275596362,642.0675129820631,0.184,0.8440000000000001,0.924,29.195999999999998,97.6,-0.07599999999999997
42101019200,"Philadelphia, PA",656913,9150.0,22.8,0.038,0.593,0.051,0.278,0.014,0.48,0.07200000000000001,5.4,0.645,0.632,1513.0,0.038,3.89,36.7,0.3720000000000001,0.51,0.145,0.048,0.753,0.052000000000000005,0.493,0.084,6.781244805848235,13.928785090263094,2303.196922575745,0.242,0.763,0.9079999999999999,23.359,62.4,0.031000000000000007
42101019501,"Philadelphia, PA",393883,4554.0,28.9,0.093,0.8590000000000001,0.026,0.105,0.0,0.424,0.052000000000000005,5.3,0.382,0.723,1214.0,0.029,2.85,24.2,0.364,0.614,0.133,0.051,0.833,0.004,0.21,0.11,6.003930921691915,11.56180896357548,3082.133526961052,0.199,0.795,0.698,12.790999999999999,54.3,-0.003000000000000003
42101019502,"Philadelphia, PA",370302,3767.0,24.8,0.032,0.711,0.117,0.171,0.0,0.504,0.08900000000000001,5.1,0.632,0.628,688.0,0.05,3.69,24.2,0.547,0.624,0.075,0.066,0.921,0.009000000000000001,0.451,0.112,6.3595350441052325,10.17277789479938,1857.9429762734198,0.198,0.718,0.8,18.195999999999998,64.0,0.056
42101019700,"Philadelphia, PA",450587,6905.0,27.0,0.109,0.581,0.028,0.377,0.013,0.452,0.073,6.0,0.635,0.521,1138.0,0.05,3.52,32.5,0.509,0.535,0.059,0.07,0.8009999999999999,0.053,0.458,0.111,7.440263715426711,15.324454544849276,2525.5943913162164,0.225,0.815,0.865,17.457,63.9,0.022000000000000002
42101019800,"Philadelphia, PA",541006,6577.0,27.3,0.092,0.6759999999999999,0.013,0.28,0.028,0.473,0.026,5.9,0.528,0.528,1110.0,0.046,3.56,36.2,0.429,0.481,0.156,0.06,0.7759999999999999,0.031,0.378,0.073,6.746256699178653,12.156981623124327,2051.733252496276,0.249,0.713,0.8440000000000001,22.607,54.9,-0.006
42101019900,"Philadelphia, PA",661885,4886.0,30.6,0.081,0.626,0.01,0.353,0.0,0.506,0.07200000000000001,5.8,0.53,0.47,664.0,0.058,3.82,35.4,0.34600000000000003,0.589,0.122,0.043,0.904,0.056,0.4970000000000001,0.029,6.085722598914612,7.381947014964836,1003.1954191438092,0.16399999999999998,0.851,0.753,20.896,48.6,-0.011
42101020000,"Philadelphia, PA",316676,1276.0,31.5,0.031,0.181,0.022,0.75,0.047,0.5539999999999999,0.101,4.5,0.499,0.685,339.0,0.061,2.22,29.8,0.4320000000000001,0.44,0.423,0.141,0.8190000000000001,0.149,0.746,0.162,5.686244645091884,4.029354924275916,1070.4947643648397,0.184,0.5529999999999999,0.6709999999999999,25.916999999999998,83.6,-0.045
42101020101,"Philadelphia, PA",483577,3871.0,35.3,0.13,0.03,0.006,0.945,0.019,0.412,0.035,5.1,0.261,0.612,924.0,0.08800000000000001,2.24,34.9,0.35100000000000003,0.336,0.441,0.142,0.8590000000000001,0.059,0.966,0.035,5.753895720456523,8.004929928429185,1910.760850908956,0.29600000000000004,0.586,0.672,20.528000000000002,78.6,0.0
42101020102,"Philadelphia, PA",373125,3350.0,35.8,0.112,0.032,0.041,0.908,0.0,0.424,0.081,6.2,0.594,0.5479999999999999,692.0,0.069,2.91,32.2,0.406,0.319,0.328,0.025,0.86,0.085,0.981,0.0,6.5848657697059645,8.978224455611391,1854.6063651591287,0.16799999999999998,0.545,0.774,32.748000000000005,73.8,-0.043
